5724914	Ingrid Robertson	128 Maple St	Collin	Denton	TX	76201	28	4	2002	28	4	2018	1	28	4	2020	327 Maple St	Collin	Denton	TX	76201
1768256	Francisco Copeland	129 Maple St	Collin	Denton	TX	76201	1	5	2002	1	5	2018	0								
9181852	Isiah Logan	130 Maple St	Collin	Denton	TX	76201	2	6	2002	2	6	2018	0								
3575463	Maxim Day	131 Maple St	Collin	Denton	TX	76201	3	7	2002	3	7	2018	0								
1543695	Sam Ross	132 Maple St	Collin	Denton	TX	76201	4	8	2002	4	8	2018	1	4	8	2020	331 Maple St	Collin	Denton	TX	76201
815821	Alisson Williamson	133 Maple St	Denton	Denton	TX	76201	5	9	2002	5	9	2018	1	5	9	2020	332 Maple St	Denton	Denton	TX	76201
6643379	Amelia Wolf	134 Maple St	Denton	Denton	TX	76201	6	10	2002	6	10	2018	0								
4404637	Kaitlin Luna	135 Maple St	Denton	Denton	TX	76201	7	11	2002	7	11	2018	0								
8954533	Gilbert Duncan	136 Maple St	Denton	Denton	TX	76201	8	12	2002	8	12	2018	0								
6715013	Dustin Compton	137 Maple St	Denton	Denton	TX	76201	9	1	2003	9	1	2019	1	9	1	2021	336 Maple St	Denton	Denton	TX	76201
6961016	Aliyah Lara	138 Maple St	Denton	Denton	TX	76201	10	2	2003	10	2	2019	0								
4095716	Jaylin Mosley	139 Maple St	Denton	Denton	TX	76201	11	3	2003	11	3	2019	0								
5351963	Genesis Preston	140 Maple St	Denton	Denton	TX	76201	12	4	2003	12	4	2019	1	12	4	2021	339 Maple St	Denton	Denton	TX	76201
1633647	Alisha Page	141 Maple St	Denton	Denton	TX	76201	13	5	2003	13	5	2019	1	13	5	2021	340 Maple St	Denton	Denton	TX	76201
5187972	Rowan Merritt	142 Maple St	Denton	Denton	TX	76201	14	6	2003	14	6	2019	0								
1470942	Kendal Golden	143 Maple St	Denton	Denton	TX	76201	15	7	2003	15	7	2019	0								
4458358	Maximo Forbes	144 Maple St	Denton	Denton	TX	76201	16	8	2003	16	8	2019	0								
9303541	Sergio Santiago	145 Maple St	Denton	Denton	TX	76201	17	9	2003	17	9	2019	0								
5659939	Ronin Washington	146 Maple St	Denton	Denton	TX	76201	18	10	2003	18	10	2019	1	18	10	2021	345 Maple St	Denton	Denton	TX	76201
6957515	Dax Simmons	147 Maple St	Denton	Denton	TX	76201	19	11	2003	19	11	2019	1	19	11	2021	346 Maple St	Denton	Denton	TX	76201
2991069	Derick Hoover	148 Maple St	Wise	Denton	TX	76201	20	12	2003	20	12	2019	0								
4221241	Briley Molina	149 Maple St	Wise	Denton	TX	76201	21	1	2004	21	1	2020	1	21	1	2022	348 Maple St	Wise	Denton	TX	76201
55573	Kale Stephenson	150 Maple St	Wise	Denton	TX	76201	22	2	2004	22	2	2020	1	22	2	2022	349 Maple St	Wise	Denton	TX	76201
640161	Darnell Franklin	151 Maple St	Wise	Denton	TX	76201	23	3	2004	23	3	2020	1	23	3	2022	350 Maple St	Wise	Denton	TX	76201
3964705	Alayna Elliott	152 Maple St	Wise	Denton	TX	76201	24	4	2004	24	4	2020	1	24	4	2022	351 Maple St	Wise	Denton	TX	76201
1050716	Chasity Richardson	153 Maple St	Wise	Denton	TX	76201	25	5	2004	25	5	2020	1	25	5	2022	352 Maple St	Wise	Denton	TX	76201
2184668	Terrell Conner	154 Maple St	Wise	Denton	TX	76201	26	6	2004	26	6	2020	1	26	6	2022	353 Maple St	Wise	Denton	TX	76201
8887725	Alec Perkins	155 Maple St	Wise	Denton	TX	76201	27	7	2004	27	7	2020	1	27	7	2022	354 Maple St	Wise	Denton	TX	76201
4796258	Kaydence Rocha	156 Maple St	Wise	Denton	TX	76201	28	8	2004	28	8	2020	0								
8372350	Jagger Fuller	157 Maple St	Wise	Denton	TX	76201	1	9	2004	1	9	2020	0								
7386002	Jocelynn Greer	158 Maple St	Wise	Denton	TX	76201	2	10	2004	2	10	2020	0								
310245	Luke Dunlap	159 Maple St	Wise	Denton	TX	76201	3	11	2004	3	11	2020	1	3	11	2022	358 Maple St	Wise	Denton	TX	76201
3513166	Harley Mcdonald	160 Maple St	Wise	Denton	TX	76201	4	12	2004	4	12	2020	0								
2543321	Weston Howell	161 Maple St	Wise	Denton	TX	76201	5	1	2005	5	1	2021	1	5	1	2023	360 Maple St	Wise	Denton	TX	76201
9989159	August Fisher	162 Maple St	Wise	Denton	TX	76201	6	2	2005	6	2	2021	1	6	2	2023	361 Maple St	Wise	Denton	TX	76201
5747700	Ellis Frazier	163 Maple St	Wise	Denton	TX	76201	7	3	2005	7	3	2021	1	7	3	2023	362 Maple St	Wise	Denton	TX	76201
7977239	Nigel Pollard	164 Maple St	Wise	Denton	TX	76201	8	4	2005	8	4	2021	1	8	4	2023	363 Maple St	Wise	Denton	TX	76201
3901969	Abby Donovan	165 Maple St	Wise	Denton	TX	76201	9	5	2005	9	5	2021	0								
7700463	King Vazquez	166 Maple St	Denton	Denton	TX	76201	10	6	2005	10	6	2021	0								
5382709	Tony Love	167 Maple St	Denton	Denton	TX	76201	11	7	2005	11	7	2021	0								
9400794	Mireya House	168 Maple St	Denton	Denton	TX	76201	12	8	2005	12	8	2021	1	12	8	2023	367 Maple St	Denton	Denton	TX	76201
5599791	Jamarion Gutierrez	169 Maple St	Denton	Denton	TX	76201	13	9	2005	13	9	2021	1	13	9	2023	368 Maple St	Denton	Denton	TX	76201
9922637	Tiffany Woodard	170 Maple St	Denton	Denton	TX	76201	14	10	2005	14	10	2021	1	14	10	2023	369 Maple St	Denton	Denton	TX	76201
141805	Azaria Peterson	171 Maple St	Denton	Denton	TX	76201	15	11	2005	15	11	2021	1	15	11	2023	370 Maple St	Denton	Denton	TX	76201
7023632	Amaya Escobar	172 Maple St	Denton	Denton	TX	76201	16	12	2005	16	12	2021	0								
1566079	Halle Simon	173 Maple St	Denton	Denton	TX	76201	17	1	2006	17	1	2022	1	17	1	2024	372 Maple St	Denton	Denton	TX	76201
5746715	Kelvin Hahn	174 Maple St	Aubrey	Denton	TX	76201	18	2	2006	18	2	2022	0								
895590	Laney Beltran	175 Maple St	Aubrey	Denton	TX	76201	19	3	2006	19	3	2022	1	19	3	2024	374 Maple St	Aubrey	Denton	TX	76201
2579736	Mckenzie Rich	176 Maple St	Aubrey	Denton	TX	76201	20	4	2006	20	4	2022	0								
1220600	Hazel Mclean	177 Maple St	Aubrey	Denton	TX	76201	21	5	2006	21	5	2022	1	21	5	2024	376 Maple St	Aubrey	Denton	TX	76201
9511860	Kallie Burgess	178 Maple St	Aubrey	Denton	TX	76201	22	6	2006	22	6	2022	1	22	6	2024	377 Maple St	Aubrey	Denton	TX	76201
1337888	Phoenix Hogan	179 Maple St	Aubrey	Denton	TX	76201	23	7	2006	23	7	2022	0								
9198285	Howard West	180 Maple St	Aubrey	Denton	TX	76201	24	8	2006	24	8	2022	0								
8264491	Joey Johns	181 Maple St	Aubrey	Denton	TX	76201	25	9	2006	25	9	2022	1	25	9	2024	380 Maple St	Aubrey	Denton	TX	76201
8766353	Sadie Cochran	182 Maple St	Aubrey	Denton	TX	76201	26	10	2006	26	10	2022	1	26	10	2024	381 Maple St	Aubrey	Denton	TX	76201
2323867	Anaya Floyd	183 Maple St	Aubrey	Denton	TX	76201	27	11	2006	27	11	2022	1	27	11	2024	382 Maple St	Aubrey	Denton	TX	76201
1848833	Malakai James	184 Maple St	Aubrey	Denton	TX	76201	28	12	2006	28	12	2022	1	28	12	2024	383 Maple St	Aubrey	Denton	TX	76201
5508979	Courtney Lopez	185 Maple St	Aubrey	Denton	TX	76201	1	1	2007	1	1	2023	1	1	1	2025	384 Maple St	Aubrey	Denton	TX	76201
7647444	Jazlene Ferguson	186 Maple St	Aubrey	Denton	TX	76201	2	2	2007	2	2	2023	1	2	2	2025	385 Maple St	Aubrey	Denton	TX	76201
5017123	Drake Kelley	187 Maple St	Denton	Denton	TX	76201	3	3	2007	3	3	2023	0							TX	
6742480	Andreas Guerra	188 Maple St	Denton	Denton	TX	76201	4	4	2007	4	4	2023	1	4	4	2025	387 Maple St	Denton	Denton	TX	76201
3545900	Samson Reid	189 Maple St	Denton	Denton	TX	76201	5	5	2007	5	5	2023	0								
2703474	Michelle Strong	190 Maple St	Denton	Denton	TX	76201	6	6	2007	6	6	2023	0								
1737105	Adyson Morton	191 Maple St	Denton	Denton	TX	76201	7	7	2007	7	7	2023	1	7	7	2025	390 Maple St	Denton	Denton	TX	76201
9833960	Shyla Garner	192 Maple St	Denton	Denton	TX	76201	8	8	2007	8	8	2023	1	8	8	2025	391 Maple St	Denton	Denton	TX	76201
8248627	Mathew Jordan	193 Maple St	Denton	Denton	TX	76201	9	9	2007	9	9	2023	1	9	9	2025	392 Maple St	Denton	Denton	TX	76201
1923060	Rihanna Lopez	194 Maple St	Lake Dallas	Denton	TX	76201	10	10	2007	10	10	2023	0								
5096573	Lyla Cain	195 Maple St	Lake Dallas	Denton	TX	76201	11	11	2007	11	11	2023	0								
5268052	Brenton Forbes	196 Maple St	Lake Dallas	Denton	TX	76201	12	12	2007	12	12	2023	0								
9847079	Liliana Walls	197 Maple St	Lake Dallas	Denton	TX	76201	13	1	2008	13	1	2024	0								
5726576	Amiah Barrera	198 Maple St	Lake Dallas	Denton	TX	76201	14	2	2008	14	2	2024	0								
2188690	Adelyn Dominguez	199 Maple St	Lake Dallas	Denton	TX	76201	15	3	2008	15	3	2024	1	15	3	2026	398 Maple St	Lake Dallas	Denton	TX	76201
8827643	Frances Sanchez	200 Maple St	Lake Dallas	Denton	TX	76201	16	4	2008	16	4	2024	0	16	2	2026	399 Maple St	Lake Dallas	Denton	TX	76201
